"country","outcome","approach","n_admin2","mae_pp","rmse_pp","pearson_r","mean_bias_pp","r_max","r_max_hi","r_share","signal","national_design_pp","national_err_pp","pearson_r_raw","r_share_raw"
"Malawi","women_iron","Area SL (MSE)",87,13.78,17.37,0.086,0.18,0,0.506,NA,TRUE,15.12,1.93,0.086,NA
"Malawi","women_iron","Area SL (NLL)",87,16.17,21.45,0.053,-10.76,0,0.506,NA,TRUE,15.12,-8.51,0.053,NA
"Malawi","women_iron","National mean (null)",87,13.39,16.88,NA,0,0,0.506,NA,TRUE,15.12,NA,NA,NA
"Malawi","women_iron","Spatial only (no covariates)",90,14.43,18.91,-0.029,-7.77,0,0.506,NA,TRUE,15.12,NA,-0.029,NA
"Malawi","women_folate","Individual SL",87,13.65,17.87,0.521,0.55,0.554,0.742,0.94,TRUE,18.51,2.49,0.521,0.94
"Malawi","women_folate","Area SL (MSE)",87,14.46,18.65,0.461,0.85,0.554,0.742,0.83,TRUE,18.51,2.7,0.461,0.83
"Malawi","women_folate","Area SL (NLL)",87,17.18,23.79,0.271,-11.19,0.554,0.742,0.49,TRUE,18.51,-9.93,0.271,0.49
"Malawi","women_folate","National mean (null)",87,17.23,20.91,NA,-0.29,0.554,0.742,NA,TRUE,18.51,NA,NA,NA
"Malawi","women_folate","Spatial only (no covariates)",90,17.95,24.17,0.049,-9.68,0.554,0.742,0.09,TRUE,18.51,NA,0.049,0.09
"Malawi","women_b12","Individual SL",87,4.14,5.58,NA,0.45,0,0,NA,FALSE,2.42,0.8,0.371,NA
"Malawi","women_b12","Area SL (MSE)",87,4.42,6.38,NA,-0.01,0,0,NA,FALSE,2.42,0.6,0.023,NA
"Malawi","women_b12","Area SL (NLL)",87,3.14,6.4,NA,-2.46,0,0,NA,FALSE,2.42,-1.88,0.161,NA
"Malawi","women_b12","National mean (null)",87,4.56,5.98,NA,-0.11,0,0,NA,FALSE,2.42,NA,NA,NA
"Malawi","women_b12","Spatial only (no covariates)",90,3.42,5.92,NA,-1.56,0,0,NA,FALSE,2.42,NA,0.276,NA
"Malawi","child_zinc","Individual SL",87,20.12,24.11,-0.235,0.81,0.667,0.781,-0.35,TRUE,60.41,-1.81,-0.235,-0.35
"Malawi","child_zinc","Area SL (MSE)",87,21.85,26.23,-0.062,0.02,0.667,0.781,-0.09,TRUE,60.41,-2.74,-0.062,-0.09
"Malawi","child_zinc","Area SL (NLL)",87,23.76,29.19,-0.123,1.67,0.667,0.781,-0.18,TRUE,60.41,-1.88,-0.123,-0.18
"Malawi","child_zinc","National mean (null)",87,19.84,23.82,NA,0.88,0.667,0.781,NA,TRUE,60.41,NA,NA,NA
"Malawi","child_zinc","Spatial only (no covariates)",90,20.47,24.87,-0.016,2.92,0.667,0.781,-0.02,TRUE,60.41,NA,-0.016,-0.02
"Malawi","women_zinc","Individual SL",87,21.74,26.73,0.148,-1.15,0.718,0.793,0.21,TRUE,64.31,-0.82,0.148,0.21
"Malawi","women_zinc","Area SL (MSE)",87,25.36,29.42,-0.333,-0.74,0.718,0.793,-0.46,TRUE,64.31,0.14,-0.333,-0.46
"Malawi","women_zinc","Area SL (NLL)",87,28.07,35.05,-0.285,16.05,0.718,0.793,-0.4,TRUE,64.31,16.38,-0.285,-0.4
"Malawi","women_zinc","National mean (null)",87,22.69,25.85,NA,-1.91,0.718,0.793,NA,TRUE,64.31,NA,NA,NA
"Malawi","women_zinc","Spatial only (no covariates)",90,23.88,28.14,-0.325,7.04,0.718,0.793,-0.45,TRUE,64.31,NA,-0.325,-0.45
"Tanzania","child_vitA","Individual SL",162,12.04,14.93,0.251,0.55,0.749,0.816,0.34,TRUE,23.9,-0.59,0.251,0.34
"Tanzania","child_vitA","Area SL (MSE)",162,12.85,15.89,-0.001,-0.13,0.749,0.816,0,TRUE,23.9,-1.15,-0.001,0
"Tanzania","child_vitA","Area SL (NLL)",162,13.75,18.19,-0.094,-6.94,0.749,0.816,-0.13,TRUE,23.9,-7.7,-0.094,-0.13
"Tanzania","child_vitA","National mean (null)",162,12.42,15.36,NA,0.31,0.749,0.816,NA,TRUE,23.9,NA,NA,NA
"Tanzania","child_vitA","Spatial only (no covariates)",162,12.45,15.98,-0.119,-3.38,0.749,0.816,-0.16,TRUE,23.9,NA,-0.119,-0.16
"Tanzania","women_vitA","Individual SL",163,5.58,8.55,0.129,-0.31,0.77,0.848,0.17,TRUE,7.53,-0.29,0.129,0.17
"Tanzania","women_vitA","Area SL (MSE)",163,6.19,8.88,-0.051,0.14,0.77,0.848,-0.07,TRUE,7.53,0.33,-0.051,-0.07
"Tanzania","women_vitA","Area SL (NLL)",163,6.05,9.49,0.057,-3.98,0.77,0.848,0.07,TRUE,7.53,-3.59,0.057,0.07
"Tanzania","women_vitA","National mean (null)",163,5.82,8.52,NA,-0.35,0.77,0.848,NA,TRUE,7.53,NA,NA,NA
"Tanzania","women_vitA","Spatial only (no covariates)",163,5.68,8.99,-0.082,-2.75,0.77,0.848,-0.11,TRUE,7.53,NA,-0.082,-0.11
