"frozen_path","source_path","group","why","md5","bytes","source_mtime","frozen_date"
"results/tables/frozen_2026-08/sensitivity/distributional_transport_childiron.csv","results/sensitivity/distributional_transport_childiron.csv","sensitivity","distributional-estimator prototype (WS4 precedent)","bc4f83f16e8d9ec1282e4f29ed9d1974",719,"2026-06-30 10:25:04","2026-08-27"
"results/tables/frozen_2026-08/sensitivity/distributional_within_heterosked.csv","results/sensitivity/distributional_within_heterosked.csv","sensitivity","distributional-estimator prototype (WS4 precedent)","d99862d9bc09288d732a7515b485af91",910,"2026-06-30 10:25:02","2026-08-27"
"results/tables/frozen_2026-08/sensitivity/gee_legacy_parity_validation_sierraleone.csv","results/sensitivity/gee_legacy_parity_validation_sierraleone.csv","sensitivity","GEE legacy-parity validation reference procedure","4b0de1a8d517414a2b6deca146179c16",7738,"2026-08-18 12:04:32","2026-08-27"
"results/tables/frozen_2026-08/sensitivity/gradient_anchored_calibration.csv","results/sensitivity/gradient_anchored_calibration.csv","sensitivity","anchored calibration (WS7 precedent)","15c97692ab6c1582f8f5aed1751d069e",1655,"2026-07-16 15:25:27","2026-08-27"
"results/tables/frozen_2026-08/tables/admin2_error_all.csv","results/tables/admin2_error_all.csv","tables","individual-level SuperLearner CV performance","3e538c0d1daa5f60f196b25a0c77ac8e",1140,"2026-08-26 19:31:11","2026-08-27"
"results/tables/frozen_2026-08/tables/all_methods_child_iron.csv","results/tables/all_methods_child_iron.csv","tables","individual-level SuperLearner CV performance","5da91343ba3ff2b2a30d88242bcbecad",3574,"2026-06-26 11:42:09","2026-08-27"
"results/tables/frozen_2026-08/tables/area_comparison_all.csv","results/tables/area_comparison_all.csv","tables","within-country Admin-2 metrics and reliability-ceiling share","6d5767427fd58b3ad736e5f86158f9a5",12351,"2026-08-26 19:33:13","2026-08-27"
"results/tables/frozen_2026-08/tables/area_comparison_all_PREFULL.csv","results/tables/area_comparison_all_PREFULL.csv","tables","within-country Admin-2 metrics and reliability-ceiling share","1c2be02b6ab4ad32864ff6006e486b37",13485,"2026-08-26 15:38:11","2026-08-27"
"results/tables/frozen_2026-08/tables/area_loco_comparison.csv","results/tables/area_loco_comparison.csv","tables","within-country Admin-2 metrics and reliability-ceiling share","e1997bee5298339e9f95a30c2cea0d49",3953,"2026-08-26 17:25:35","2026-08-27"
"results/tables/frozen_2026-08/tables/benchmarks_all.csv","results/tables/benchmarks_all.csv","tables","LOCO benchmark table, includes spatial_plus_soil","2f2b253cb117bcbbf4c34efb5dde30eb",67524,"2026-08-26 18:44:19","2026-08-27"
"results/tables/frozen_2026-08/tables/calibration_tables.csv","results/tables/calibration_tables.csv","tables","calibration and discrimination diagnostics","4538bfbff422d1b7ad0988a19a766cad",17844,"2026-08-26 19:31:11","2026-08-27"
"results/tables/frozen_2026-08/tables/cv_performance_all.csv","results/tables/cv_performance_all.csv","tables","individual-level SuperLearner CV performance","196545c251b2d7354ccd13a49ee5f127",5125,"2026-08-26 19:31:11","2026-08-27"
"results/tables/frozen_2026-08/tables/diagnostics_binary.csv","results/tables/diagnostics_binary.csv","tables","calibration and discrimination diagnostics","24eda945bd64131b0d833ce08543e33c",3220,"2026-08-26 19:31:11","2026-08-27"
"results/tables/frozen_2026-08/tables/diagnostics_binary_calibrated.csv","results/tables/diagnostics_binary_calibrated.csv","tables","calibration and discrimination diagnostics","7e686bab051bd0644299696f7a52cb93",4437,"2026-08-26 17:43:30","2026-08-27"
"results/tables/frozen_2026-08/tables/diagnostics_continuous.csv","results/tables/diagnostics_continuous.csv","tables","calibration and discrimination diagnostics","640ef0b6b27d9477023da76ef4eb5ca4",2116,"2026-08-26 19:31:11","2026-08-27"
"results/tables/frozen_2026-08/tables/domain_ablation_all.csv","results/tables/domain_ablation_all.csv","tables","calibration and discrimination diagnostics","274c60bf5f015b2a58cb915f8165bd60",22651,"2026-08-26 19:31:11","2026-08-27"
"results/tables/frozen_2026-08/tables/national_estimates_all.csv","results/tables/national_estimates_all.csv","tables","national recovery","6ff8d60986d03c57b3f8c95d75dc3987",4723,"2026-08-26 19:31:13","2026-08-27"
"results/tables/frozen_2026-08/tables/single_var_importance.csv","results/tables/single_var_importance.csv","tables","parsimonious / transportability model outputs","b938b4b1b3e16e354c413fcf2d2a859a",53794,"2026-08-26 19:31:14","2026-08-27"
"results/tables/frozen_2026-08/tables/sl_prescreened_main.csv","results/tables/sl_prescreened_main.csv","tables","parsimonious / transportability model outputs","2a9da1eae2c1ee147a9f7f35062ea3c6",3774,"2026-08-26 18:46:09","2026-08-27"
"results/tables/frozen_2026-08/tables/transportability_area_loco_metrics.csv","results/tables/transportability_area_loco_metrics.csv","tables","parsimonious / transportability model outputs","e18a1d414f1449913a91de48161dbbef",1694,"2026-08-26 17:30:12","2026-08-27"
"results/tables/frozen_2026-08/tables/transportability_area_loco_predictions.csv","results/tables/transportability_area_loco_predictions.csv","tables","parsimonious / transportability model outputs","c2bdb11ca71bc1f7dce3e7bdf9375637",71036,"2026-08-26 17:30:12","2026-08-27"
"results/tables/frozen_2026-08/tables/transportability_area_selected_vars.csv","results/tables/transportability_area_selected_vars.csv","tables","parsimonious / transportability model outputs","8ee2f553993735706f4473bab32aa341",5248,"2026-05-22 08:58:35","2026-08-27"
"results/tables/frozen_2026-08/tables/transportability_experiments_folds.csv","results/tables/transportability_experiments_folds.csv","tables","parsimonious / transportability model outputs","1d03f41348d54df1d4de3c14f18fc9ff",22293,"2026-05-21 16:39:04","2026-08-27"
"results/tables/frozen_2026-08/tables/transportability_experiments_summary.csv","results/tables/transportability_experiments_summary.csv","tables","parsimonious / transportability model outputs","90e9422ee838875714cd465219b45794",4273,"2026-05-21 16:39:04","2026-08-27"
"results/tables/frozen_2026-08/tables/transportability_loco_results.csv","results/tables/transportability_loco_results.csv","tables","parsimonious / transportability model outputs","ba6e64710c272a560c4b93d29555b208",3202,"2026-08-26 19:31:08","2026-08-27"
"results/tables/frozen_2026-08/tables/transportability_recipe_bakeoff.csv","results/tables/transportability_recipe_bakeoff.csv","tables","parsimonious / transportability model outputs","bcf58731f93edf02bb48a6cf3d078982",1019,"2026-05-22 08:55:36","2026-08-27"
"results/tables/frozen_2026-08/tables/transportability_within_country_ceiling.csv","results/tables/transportability_within_country_ceiling.csv","tables","within-country reliability ceiling","e2d5f2eafc70359b253068b7a9856bf0",581,"2026-05-21 16:39:04","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/admin2_error_sampling_adjusted.csv","results/tables/corrected/admin2_error_sampling_adjusted.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","df6a6c368b0a26834a5c95b858f85d41",2026,"2026-08-26 18:49:01","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/area_partial_pooling.csv","results/tables/corrected/area_partial_pooling.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","21af60a8bf94627be84af9cd7a1f48a1",222832,"2026-08-26 18:49:02","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/area_recipe_transport.csv","results/tables/corrected/area_recipe_transport.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","7e52837b182f6c4ca67e78dbe50eea54",1466,"2026-08-26 17:49:11","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/area_recipe_within.csv","results/tables/corrected/area_recipe_within.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","08ca17f6f74c32e6164c9666773ba425",5273,"2026-08-26 17:49:11","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/area_recipe_within_variants.csv","results/tables/corrected/area_recipe_within_variants.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","4d2f275b244f63423c37279677955f6f",2328,"2026-06-30 16:18:33","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/calibration_oof_compare.csv","results/tables/corrected/calibration_oof_compare.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","b8401f9ed92ff3e69f9337a199148091",5004,"2026-08-26 18:49:01","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/cv_honesty_compare.csv","results/tables/corrected/cv_honesty_compare.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","45da777dacc45541ecc7ca5c97b7cf0a",9000,"2026-08-26 18:49:01","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/decision_value.csv","results/tables/corrected/decision_value.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","ee5d7ff79ad9af615aa5db6a061e0a8a",3109,"2026-08-26 18:49:01","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/interval_summary.csv","results/tables/corrected/interval_summary.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","525192d45cc88025cca1c70dc1586aa8",1208,"2026-08-26 18:49:02","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/methods_comparison.rds","results/tables/corrected/methods_comparison.rds","tables_corrected","corrected-methods (P1-P7, P9) bundle","eb6dedd227319c73bbaf0cdaabf6f94b",68481,"2026-08-26 18:49:02","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/protocol_reconciliation.csv","results/tables/corrected/protocol_reconciliation.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","a75dee08934a56d5da73f60983013283",6067,"2026-08-26 17:39:22","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/protocol_reconciliation_medians.csv","results/tables/corrected/protocol_reconciliation_medians.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","2157e2d0224ca366e7a3e43848a6ba99",515,"2026-08-26 17:39:22","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/slice_coverage.csv","results/tables/corrected/slice_coverage.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","441f2a701ee9249c653a3eda3d239d7f",212,"2026-08-26 18:49:02","2026-08-27"
"results/tables/frozen_2026-08/tables_corrected/trust_flags.csv","results/tables/corrected/trust_flags.csv","tables_corrected","corrected-methods (P1-P7, P9) bundle","c7042be83f91677cf84d8bec488975dd",339846,"2026-08-26 18:49:01","2026-08-27"
