survey,country,biomarker_family,population,specimen,instrument_or_kit,laboratory,survey_inflammation_adjustment,survey_cutoff,rbp_retinol_comparison,source_document,source_page,entered_by,entered_on
Sierra Leone 2013,SierraLeone,vitA,child,EDTA plasma (venous; shipment to Germany thawed just before delivery; sTfR dropped for that reason),sandwich ELISA (Erhardt),VitMin Laboratory (Freiburg / Willstaett, Germany),Thurnham correction factors (applied to RBP as for retinol),RBP < 0.70 umol/L,"no child comparison (insufficient plasma); women: retinol = 0.7878 x RBP + 0.1961, R2 = 0.816, n = 33, kappa 0.63 (Appendix 6)",metadata/mn surveys/SLMS-Report_FINAL_151203.pdf,"pp. 13-14 (2.5, 2.6.4), Appendix 6 p. 82",Claude from the report PDF; verify,2026-09-08
Sierra Leone 2013,SierraLeone,vitA,women,EDTA plasma (venous),sandwich ELISA (Erhardt); plasma retinol by HPLC at USDA-ARS WHNRC (Davis),VitMin Laboratory (Germany),Thurnham correction factors,RBP < 0.70 umol/L,"retinol = 0.7878 x RBP + 0.1961, R2 = 0.816, n = 33 (retinol on RBP; RBP 0.70 corresponds to retinol 0.75; retinol 0.70 to RBP 0.64)",metadata/mn surveys/SLMS-Report_FINAL_151203.pdf,"pp. 13-14, 82",Claude from the report PDF; verify,2026-09-08
Sierra Leone 2013,SierraLeone,iron,child,EDTA plasma (venous),sandwich ELISA (Erhardt),VitMin Laboratory (Germany),Thurnham correction factors (CRP + AGP),ferritin < 12 ug/L,,metadata/mn surveys/SLMS-Report_FINAL_151203.pdf,pp. 13-14,Claude from the report PDF; verify,2026-09-08
Sierra Leone 2013,SierraLeone,iron,women,EDTA plasma (venous),sandwich ELISA (Erhardt),VitMin Laboratory (Germany),Thurnham correction factors (CRP + AGP),ferritin < 15 ug/L,,metadata/mn surveys/SLMS-Report_FINAL_151203.pdf,pp. 13-14,Claude from the report PDF; verify,2026-09-08
Sierra Leone 2013,SierraLeone,folate,women,EDTA plasma (heated 60 C for 60 min for Ebola safety; no degradation in test samples),Cobas e411 electrochemiluminescence (Roche),USDA-ARS Western Human Nutrition Research Center (Davis, USA),none,,,metadata/mn surveys/SLMS-Report_FINAL_151203.pdf,p. 14 (2.6.5),Claude from the report PDF; verify,2026-09-08
Sierra Leone 2013,SierraLeone,b12,women,EDTA plasma (heated 60 C for 60 min),Cobas e411 electrochemiluminescence (Roche),USDA-ARS Western Human Nutrition Research Center (Davis, USA),none,,,metadata/mn surveys/SLMS-Report_FINAL_151203.pdf,p. 14 (2.6.5),Claude from the report PDF; verify,2026-09-08
Malawi 2015-16,Malawi,vitA,child,serum (venous; ~5 ml into trace-element-free vacutainer),sandwich ELISA (Erhardt),VitMin Laboratory (Willstaett, Germany); serum retinol by HPLC at INCAP (Guatemala City) for the subsample,BRINDA internal (country-specific) regression,"survey-specific RBP cut-point adjusted from a serum-retinol subsample (value in the report appendices; report not in this repository)","re-analysis (Likoswe et al. 2021, Nutrients 13:849): retinol = 0.43 + 0.62 x RBP, R2 = 0.20, n = 72; derived RBP cut-off 0.45 umol/L; authors recommend the retinol cut-off instead; Phiri et al. 2025 (Br J Nutr) excluded RBP for the same reason",Malawi Micronutrient Survey 2015-16 final report (dhsprogram.com FR319.m.final.pdf; NOT on disk) and the two papers,"papers: methods sections",Claude from open-access papers; the report itself still to be read,2026-09-08
Malawi 2015-16,Malawi,vitA,women,serum (venous),sandwich ELISA (Erhardt),VitMin Laboratory (Willstaett, Germany),none for RBP in women (BRINDA guidance),survey-specific RBP cut-point (report),as above,Malawi Micronutrient Survey 2015-16 final report (NOT on disk),,Claude from open-access papers; verify against the report,2026-09-08
Malawi 2015-16,Malawi,iron,child,serum (venous),sandwich ELISA (Erhardt),VitMin Laboratory (Willstaett, Germany),BRINDA internal regression (CRP + AGP),ferritin < 12 ug/L,,Malawi Micronutrient Survey 2015-16 final report (NOT on disk); Phiri et al. 2025,,Claude from open-access papers; verify,2026-09-08
Malawi 2015-16,Malawi,iron,women,serum (venous),sandwich ELISA (Erhardt),VitMin Laboratory (Willstaett, Germany),BRINDA internal regression (CRP + AGP),ferritin < 15 ug/L,,Malawi Micronutrient Survey 2015-16 final report (NOT on disk); Phiri et al. 2025,,Claude from open-access papers; verify,2026-09-08
Malawi 2015-16,Malawi,folate,women,serum,immunoassay (CDC),CDC laboratory (Atlanta, USA),none,,,Phiri et al. 2025 (Br J Nutr) methods,,Claude from open-access papers; verify,2026-09-08
Malawi 2015-16,Malawi,b12,women,serum,immunoassay (CDC),CDC laboratory (Atlanta, USA),none,,,Phiri et al. 2025 (Br J Nutr) methods,,Claude from open-access papers; verify,2026-09-08
Malawi 2015-16,Malawi,zinc,child,serum (trace-element-free vacutainer),atomic emission spectrometry,Children's Hospital Oakland Research Institute (CHORI; Oakland, USA),BRINDA regression,,,Phiri et al. 2025 (Br J Nutr) methods,,Claude from open-access papers; verify,2026-09-08
Malawi 2015-16,Malawi,zinc,women,serum (trace-element-free vacutainer),atomic emission spectrometry,Children's Hospital Oakland Research Institute (CHORI; Oakland, USA),BRINDA regression,,,Phiri et al. 2025 (Br J Nutr) methods,,Claude from open-access papers; verify,2026-09-08
