predictor,family,cellset,z,tau,k_countries,z_undisattenuated,n_cells,n_positive,p_analytic,z_gambia,z_ghana,z_sierraleone,z_malawi,p_perm,p_perm_fwer,q_analytic,q_perm,n_permutations
aef_A17,marginal,shared,3.9749,0.1084,4,3.009,16,14,7.040111045591474e-5,0.2374,0.4044,0.2925,0.1663,0.2215568862275449,0.9141716566866267,0.002826101719730292,0.9889169030360333,500
aef_A18,marginal,shared,0.0467,0.401,4,0.2591,16,8,0.9627174681191027,-0.0189,0.5757,-0.6284,0.0422,0.9820359281437125,1,0.9989494079926504,0.998003992015968,500
aef_A19,marginal,shared,-0.183,0.3722,4,0.6822,16,9,0.8548292360751626,0.5972,0.0813,-0.903,0.0049,0.8962075848303394,1,0.972498037802108,0.9889169030360333,500
aef_A20,marginal,shared,2.606,0.177,4,2.9625,16,13,0.00916136161319368,0.3182,0.4684,0.029,0.1495,0.20758483033932135,1,0.07163707257336692,0.9889169030360333,500
aef_A21,marginal,shared,-1.5536,0.5527,4,-1.4328,16,7,0.12028300025444123,-1.2382,-0.0682,-0.5621,0.1018,0.43912175648702595,1,0.3599291263467042,0.9889169030360333,500
aef_A22,marginal,shared,0.5574,0.2288,4,0.6032,16,6,0.5772255977369619,-0.1729,0.3767,-0.0898,0.0978,0.8403193612774451,1,0.8350613383933605,0.9889169030360333,500
aef_A23,marginal,shared,-0.5247,0.469,4,0.5412,16,9,0.5997734038412963,0.4092,0.3286,-1.2414,-0.0741,0.5548902195608783,1,0.855514347611189,0.9889169030360333,500
aef_A24,marginal,shared,2.4704,0.2971,4,1.8581,16,12,0.013495005168682522,0.2888,0.5379,0.7329,0.0377,0.32934131736526945,1,0.0824368793999954,0.9889169030360333,500
aef_A25,marginal,shared,-2.7573,0.2759,4,-2.3032,16,4,0.00582840215662142,-0.3461,-0.3794,-0.945,-0.0419,0.5868263473053892,1,0.060658555778171065,0.9889169030360333,500
aef_A26,marginal,shared,1.1401,0.4504,4,0.8387,16,11,0.25423318323523736,0.5613,-0.3653,0.8569,0.0568,0.16766467065868262,1,0.5680275393948176,0.9889169030360333,500
aef_A27,marginal,shared,0.5746,0.2242,4,-0.5276,16,9,0.5655774863584544,0.1586,-0.182,0.5716,-0.1264,0.6407185628742516,1,0.8318330617014479,0.9889169030360333,500
aef_A28,marginal,shared,-0.5905,0.4029,4,0.2649,16,8,0.5548318366940719,-0.0777,0.4294,-0.9518,0.0256,0.6047904191616766,1,0.8292965218672033,0.9889169030360333,500
aef_A29,marginal,shared,0.8772,0.3277,4,-0.3036,16,8,0.3803776680571619,-0.3466,-0.0399,0.9585,0.1219,0.3772455089820359,1,0.7024712948763667,0.9889169030360333,500
aef_A30,marginal,shared,-2.3758,0.5216,4,-1.7068,16,5,0.017510222349014018,-1.029,-0.1835,-1.3631,-0.0025,0.42714570858283435,1,0.09647789176613605,0.9889169030360333,500
aef_A31,marginal,shared,0.1069,0.2267,4,-0.5833,16,5,0.9148918338405656,-0.3611,0.1901,0.3081,-0.0432,0.9281437125748503,1,0.9891381945454312,0.9889169030360333,500
aef_A32,marginal,shared,-0.1544,0.4,4,-0.9255,16,5,0.8773136734412365,-0.5703,-0.3453,0.9461,-0.0727,0.8942115768463074,1,0.9821718814222606,0.9889169030360333,500
aef_A33,marginal,shared,-2.6666,0.3158,4,-2.39,16,3,0.007661876115894802,-0.041,-0.6235,-0.9454,-0.2084,0.16167664670658682,1,0.07163707257336692,0.9889169030360333,500
aef_A34,marginal,shared,-1.9722,0.5495,4,-1.4674,16,5,0.04859110504351688,-0.859,-0.4891,-1.0934,0.2015,0.718562874251497,1,0.19231127489053865,0.9889169030360333,500
aef_A35,marginal,shared,-0.6821,0.2815,4,0.6437,16,9,0.49520441023393186,0.149,0.1368,-0.8997,0.0734,0.6227544910179641,1,0.7906388595212208,0.9889169030360333,500
aef_A36,marginal,shared,-3.0568,0.4195,4,-2.5475,16,1,0.002236895738246432,-0.78,-0.4124,-1.4208,-0.0974,0.35528942115768464,1,0.03308251065511828,0.9889169030360333,500
aef_A37,marginal,shared,1.0612,0.3946,4,1.7932,16,12,0.28861617889197283,0.5485,0.6526,-0.5351,0.1269,0.812375249500998,1,0.6238549712972643,0.9889169030360333,500
aef_A38,marginal,shared,-0.1062,0.5642,4,0.2369,16,9,0.9154095413751476,-0.1965,0.7398,-0.5521,-0.145,0.936127744510978,1,0.9891381945454312,0.9889169030360333,500
aef_A39,marginal,shared,-0.3642,0.5299,4,-0.4182,16,6,0.7157067100438558,-0.2739,0.0914,-0.9031,0.6373,0.5828343313373253,1,0.9355109661734411,0.9889169030360333,500
aef_A40,marginal,shared,-0.9554,0.6684,4,-0.1284,16,7,0.339353117442283,0.616,-0.594,-1.4952,0.1457,0.0658682634730539,1,0.6860304028869174,0.9889169030360333,500
aef_A41,marginal,shared,-1.88,0.1382,4,-1.2349,16,3,0.06010305476824745,-0.2319,-0.0908,-0.4802,0.0165,0.5568862275449101,1,0.22822916743077748,0.9889169030360333,500
aef_A42,marginal,shared,-2.1879,0.4112,4,-1.984,16,2,0.028679455719220304,-0.3622,-0.6054,-0.9799,0.0494,0.3013972055888224,1,0.14390941173394475,0.9889169030360333,500
aef_A43,marginal,shared,-0.7417,0.6994,4,-0.9684,16,5,0.458292410680743,-0.7728,-1.0262,0.7391,0.0437,0.6986027944111777,1,0.7665486154838619,0.9889169030360333,500
aef_A44,marginal,shared,0.5354,0.4805,4,-0.6427,16,8,0.5923575406245868,-0.6416,-0.0456,1.3145,-0.0309,0.3193612774451098,1,0.8492472903852494,0.9889169030360333,500
aef_A45,marginal,shared,1.8608,0.4418,4,1.4676,16,10,0.06276990088908113,0.79990000000000006,0.6869,0.2121,-0.0226,0.5588822355289421,1,0.23320378929573166,0.9889169030360333,500
aef_A46,marginal,shared,0.3307,0.3108,4,0.9373,16,12,0.7408667053145328,0.5084,0.2506,-0.7195,0.0755,0.7744510978043913,1,0.9462888372426533,0.9889169030360333,500
aef_A47,marginal,shared,1.7554,0.3601,4,1.1213,16,12,0.07919690361023037,0.0139,0.3606,1.0843,-0.0663,0.09780439121756487,1,0.26493249898184207,0.9889169030360333,500
aef_A48,marginal,shared,-0.9175,0.4094,4,0.4718,16,10,0.35886137860133616,0.1013,0.1635,-1.2993,0.1595,0.49700598802395207,1,0.7024712948763667,0.9889169030360333,500
aef_A49,marginal,shared,-2.831,0.421,4,-2.2949,16,2,0.0046408122114413395,-0.839,-0.5267,-1.1038,-0.0318,0.09181636726546906,1,0.05433617630895902,0.9889169030360333,500
aef_A50,marginal,shared,3.0304,0.3631,4,2.9272,16,15,0.0024424797153304676,0.3612,0.7164,1.1049,0.1533,0.2754491017964072,1,0.03431684000039307,0.9889169030360333,500
aef_A51,marginal,shared,2.6038,0.3611,4,2.3701,16,14,0.009218617129321753,0.217,0.7979,0.7721,0.1844,0.2774451097804391,1,0.07163707257336692,0.9889169030360333,500
aef_A52,marginal,shared,1.6239,0.499,4,1.4795,16,10,0.10439551523075179,0.8244,0.0787,1.0232,-0.2216,0.4311377245508982,1,0.3333538611345597,0.9889169030360333,500
aef_A53,marginal,shared,-2.896,0.2075,4,-3.1651,16,5,0.00378004216581911,-9e-4,-0.3439,-0.8546,-0.2349,0.19560878243512975,1,0.04828144766341682,0.9889169030360333,500
aef_A54,marginal,shared,-2.3583,0.3917,4,-1.999,16,3,0.01835869353678055,-0.6331,-0.5936,-0.7407,0.0291,0.8802395209580839,1,0.09733571478934593,0.9889169030360333,500
aef_A55,marginal,shared,2.4801,0.3078,4,2.1301,16,13,0.01313499608404216,0.6269,0.2616,0.8,-0.0101,0.4151696606786427,1,0.08213423539495276,0.9889169030360333,500
aef_A56,marginal,shared,-0.7681,0.3997,4,-0.7694,16,8,0.44240987615934113,-0.5176,0.3785,-0.5886,0.0377,0.6047904191616766,1,0.7533806623528857,0.9889169030360333,500
aef_A57,marginal,shared,1.165,0.4673,4,2.1051,16,14,0.24400976190586396,0.6214,0.8139,-0.5249,0.1463,0.7265469061876247,1,0.567070246501533,0.9889169030360333,500
aef_A58,marginal,shared,-0.8999,0.438,4,-0.1412,16,7,0.3681498762877198,0.4076,-0.545,-0.7084,0.0101,0.40119760479041916,1,0.7024712948763667,0.9889169030360333,500
aef_A59,marginal,shared,-1.7072,0.4532,4,-1.3295,16,5,0.08777894671069889,-0.3549,-0.6087,-0.8083,0.1546,0.6626746506986028,1,0.29018687089066336,0.9889169030360333,500
aef_A60,marginal,shared,-0.5637,0.7344,4,-0.6245,16,10,0.5729550226383129,-1.3137,0.4999,-0.286,0.2499,0.24550898203592814,1,0.8341987635303935,0.9889169030360333,500
aef_A61,marginal,shared,0.6359,0.3587,4,1.5092,16,13,0.5248482403444608,0.467,0.4958,-0.6557,0.0815,0.4930139720558882,1,0.8148196438496876,0.9889169030360333,500
aef_A62,marginal,shared,0.5768,0.6247,4,0.743,16,8,0.5640977429509242,0.8877,-0.6167,0.4486,0.0325,0.6047904191616766,1,0.8318330617014479,0.9889169030360333,500
aef_A63,marginal,shared,0.1639,0.4107,4,1.7049,16,12,0.8698126613878487,0.2503,0.535,-0.9686,0.2271,0.936127744510978,1,0.9821718814222606,0.9889169030360333,500
aod_t0,marginal,shared,-1.5829,0.5614,4,-1.5185,16,3,0.11343555320775046,-1.1157,-0.2189,-0.7206,0.2233,0.5209580838323353,1,0.3464716353410639,0.9889169030360333,500
built_surface,marginal,shared,-0.114,0.4257,4,-0.8165,16,7,0.9092196889032276,-0.7717,-0.0357,0.4927,0.2406,0.8922155688622755,1,0.9891381945454312,0.9889169030360333,500
built_surface_nres,marginal,shared,-0.1236,0.2897,4,-0.6731,16,7,0.9016636781585289,-0.423,-0.0746,0.156,0.2711,0.9201596806387226,1,0.9891381945454312,0.9889169030360333,500
dhs_AN_ANEM_W_ANY,marginal,shared,0.1577,0.5823,3,0.9435,12,8,0.8746551192165952,0.7825,NA,-0.753,0.1014,0.8842315369261478,1,0.9821718814222606,0.9889169030360333,500
dhs_AN_NUTS_W_THN,marginal,shared,0.2709,0.2356,3,0.6355,12,7,0.7864578772974931,0.3105,NA,-0.0849,-0.1102,0.8862275449101796,1,0.969274840002612,0.9889169030360333,500
dhs_c_ari_2wk,marginal,shared,-0.2774,0.1398,3,-2.0019,12,4,0.7814583328333302,-0.1629,NA,0.282,-0.0862,0.9201596806387226,1,0.9673559098068978,0.9889169030360333,500
dhs_c_bcg,marginal,shared,-0.4154,0,3,-0.3503,12,6,0.6778584697754795,-0.0815,NA,0.0985,-0.014,0.872255489021956,1,0.9246516019752901,0.9889169030360333,500
dhs_c_bottle_fed,marginal,shared,-1.1391,0.1116,3,-1.5335,12,3,0.2546812366421825,-0.2262,NA,-0.1298,0.0103,0.2994011976047904,1,0.5680275393948176,0.9889169030360333,500
dhs_c_diarrhea_2wk,marginal,shared,0.9692,0.2122,3,1.0684,12,9,0.3324293458700209,0.304,NA,0.1951,-0.0651,0.6806387225548902,1,0.6818441327698969,0.9889169030360333,500
dhs_c_diet_diversity_score,marginal,shared,0.0096,0.2697,3,-1.303,12,3,0.9923766648423074,-0.3203,NA,0.4478,-0.0551,0.9920159680638723,1,0.9989494079926504,0.998003992015968,500
dhs_c_dpt1,marginal,shared,-0.5973,0.0627,3,0.1223,12,6,0.5502967619937166,0.0248,NA,-0.2662,-0.0103,0.7784431137724551,1,0.8269165247071356,0.9889169030360333,500
dhs_c_dpt3,marginal,shared,-2.4796,0,3,-0.9276,12,5,0.013153169369298485,-0.1276,NA,-0.0895,-0.1103,0.01996007984031936,1,0.08213423539495276,0.7010978043912176,500
dhs_c_early_initiation,marginal,shared,0.3601,0.0758,3,0.6102,12,8,0.7187470434362174,0.1639,NA,-0.0719,-0.027,0.8403193612774451,1,0.9355109661734411,0.9889169030360333,500
dhs_c_fever_2wk,marginal,shared,0.1919,0.212,3,0.2036,12,6,0.8478367490363432,0.2143,NA,0.0578,-0.1627,0.9021956087824351,1,0.9724168427722957,0.9889169030360333,500
dhs_c_fully_vaccinated,marginal,shared,0.8502,0.2288,3,-0.1758,12,5,0.39521494978551475,-0.0936,NA,0.5532,0.001,0.7045908183632734,1,0.7138060726239939,0.9889169030360333,500
dhs_c_infant_death,marginal,shared,-0.2181,0.2367,3,-0.0112,12,5,0.8273122604353533,0.1565,NA,0.0297,-0.25,0.9001996007984032,1,0.9724168427722957,0.9889169030360333,500
dhs_c_low_birthweight,marginal,shared,1.2047,0.4106,3,0.2955,12,7,0.22833299940255125,-0.0264,NA,0.9878,-0.0164,0.2275449101796407,1,0.5527404939280522,0.9889169030360333,500
dhs_c_mean_birthweight,marginal,shared,-2.0107,0.5022,3,-2.0706,12,2,0.044358641289321724,-0.4707,NA,-1.2741,-0.0888,0.02594810379241517,1,0.18814811647460908,0.8101574628520736,500
dhs_c_mean_haz,marginal,shared,-0.5083,0.4118,3,-0.8387,12,4,0.6112528490058392,-0.5675,NA,0.0607,0.1359,0.5968063872255489,1,0.8631258822645267,0.9889169030360333,500
dhs_c_mean_waz,marginal,shared,-1.3736,0.3462,3,-1.437,12,3,0.16955899565719867,-0.3528,NA,-0.6332,0.0737,0.32934131736526945,1,0.4501153592889306,0.9889169030360333,500
dhs_c_mean_whz,marginal,shared,-1.7662,0.4897,3,-1.9298,12,1,0.07736088435793415,-0.2889,NA,-1.2469,-0.0473,0.1656686626746507,1,0.2625657891706099,0.9889169030360333,500
dhs_c_measles1,marginal,shared,-1.3267,0.1181,3,-0.8099,12,8,0.18460461998936684,0.0483,NA,-0.1948,-0.2008,0.5508982035928144,1,0.48031387237974144,0.9889169030360333,500
dhs_c_min_diet_diversity,marginal,shared,0.2894,0.3273,3,-0.8469,12,3,0.7722948939518378,-0.3207,NA,0.6,-0.0449,0.8802395209580839,1,0.9602427663737453,0.9889169030360333,500
dhs_c_neonatal_death,marginal,shared,0.3641,0.4028,3,0.3408,12,6,0.7158156546190196,0.1752,NA,0.463,-0.3323,0.8243512974051896,1,0.9355109661734411,0.9889169030360333,500
dhs_c_no_vaccination,marginal,shared,0.3619,0,3,-0.0238,12,5,0.717433828138397,-0.0534,NA,-0.0409,0.0463,0.9241516966067864,1,0.9355109661734411,0.9889169030360333,500
dhs_c_overweight,marginal,shared,-1.1334,0.269,3,-1.1458,12,4,0.2570417582151289,-0.4497,NA,-0.154,0.0246,0.43313373253493015,1,0.5680275393948176,0.9889169030360333,500
dhs_c_polio3,marginal,shared,-1.4957,0,3,-0.7352,12,4,0.1347348518570648,-0.0708,NA,0.0645,-0.084,0.4111776447105788,1,0.39031436465809494,0.9889169030360333,500
dhs_c_severely_stunted,marginal,shared,-1.129,0.0518,3,-0.2294,12,4,0.25887972166860795,-0.0651,NA,-0.2763,-0.0183,0.3333333333333333,1,0.5680275393948176,0.9889169030360333,500
dhs_c_severely_wasted,marginal,shared,1.9333,0.2093,3,1.9415,12,8,0.05320232653854839,0.0139,NA,0.6326,0.2151,0.05189620758483034,1,0.20479251722372735,0.9889169030360333,500
dhs_c_slept_itn,marginal,shared,1.2447,0.1366,3,1.8746,12,7,0.21324247863427243,0.2546,NA,-0.1842,0.1765,0.041916167664670656,1,0.5242476860399952,0.9060340856748043,500
dhs_c_small_at_birth,marginal,shared,1.9847,0.3277,3,1.4097,12,8,0.04717243837822642,0.2527,NA,0.9109,0.0905,0.20958083832335328,1,0.19231127489053865,0.9889169030360333,500
dhs_c_stunted,marginal,shared,0.4415,0.1669,3,0.6688,12,6,0.6588238633509764,0.2388,NA,0.0065,-0.0812,0.6506986027944112,1,0.908867479280463,0.9889169030360333,500
dhs_c_under5_death,marginal,shared,-0.0445,0.3376,3,0.3836,12,7,0.964492557643938,0.3353,NA,-0.1088,-0.2507,0.9680638722554891,1,0.9989494079926504,0.998003992015968,500
dhs_c_underweight,marginal,shared,1.4312,0.3728,3,0.9773,12,10,0.15238208083659083,0.1288,NA,0.9133,-0.0171,0.5049900199600799,1,0.4241415946989945,0.9889169030360333,500
dhs_c_wasted,marginal,shared,1.5864,0.206,3,2.0558,12,9,0.11265003919153829,-0.0516,NA,0.5332,0.2163,0.31736526946107785,1,0.3464716353410639,0.9889169030360333,500
dhs_c_zinc_diarrhea,marginal,shared,2.0977,0,3,0.8707,12,8,0.03592933347415841,0.1186,NA,-0.0679,0.1087,0.16367265469061876,1,0.1711210628176019,0.9889169030360333,500
dhs_CH_DIAT_C_ORT,marginal,shared,-1.1415,0.209,3,-0.343,12,5,0.25366848895591115,-0.1183,NA,-0.4847,0.0485,0.39520958083832336,1,0.5680275393948176,0.9889169030360333,500
dhs_CH_VACC_C_BAS,marginal,shared,0.8438,0,3,0.6869,12,9,0.39879778956154954,-0.0273,NA,0.1615,0.0431,0.5389221556886228,1,0.7138060726239939,0.9889169030360333,500
dhs_CH_VACC_C_DP1,marginal,shared,-2.3342,0,3,-0.7428,12,5,0.019585232984032374,0.0127,NA,-0.1192,-0.1419,0.3333333333333333,1,0.1019157494169092,0.9889169030360333,500
dhs_CH_VACC_C_DP3,marginal,shared,-0.0054,0.163,3,0.0252,12,6,0.9957281652003193,-0.1803,NA,0.0235,0.1332,0.998003992015968,1,0.9989494079926504,0.998003992015968,500
dhs_CH_VACC_C_MSL,marginal,shared,0.8831,0.3543,3,1.1002,12,9,0.3771963631596699,0.6276,NA,-0.1572,0.0695,0.14770459081836326,1,0.7024712948763667,0.9889169030360333,500
dhs_CH_VACC_C_NON,marginal,shared,1.1586,0.3336,3,0.8981,12,8,0.2466234019857931,0.3985,NA,0.4431,-0.1002,0.5668662674650699,1,0.5680275393948176,0.9889169030360333,500
dhs_CM_ECMR_C_NNR,marginal,shared,1.0412,0.4461,3,0.8346,12,8,0.297801036233645,0.3094,NA,0.7524,-0.1913,0.281437125748503,1,0.6316581362369915,0.9889169030360333,500
dhs_CN_ANMC_C_ANY,marginal,shared,0.7637,0.5443,3,0.9798,12,8,0.4450576154824877,0.869,NA,-0.114,-0.0306,0.7784431137724551,1,0.7533806623528857,0.9889169030360333,500
dhs_CN_BRFS_C_EXB,marginal,shared,5.0492,0,2,1.9872,8,7,4.436711436414201e-7,0.4379,NA,0.3398,NA,0.16766467065868262,0.5848303393213573,6.233579568161953e-5,0.9889169030360333,500
dhs_CN_NUTS_C_HA2,marginal,shared,0.4482,0.4508,3,0.8287,12,8,0.6540078704843795,0.6204,NA,-0.1271,-0.1405,0.5988023952095808,1,0.908867479280463,0.9889169030360333,500
dhs_CN_NUTS_C_WH2,marginal,shared,0.3437,0.1916,3,0.2434,12,6,0.7310623408536969,-0.208,NA,0.2864,0.0973,0.8842315369261478,1,0.9423326503664625,0.9889169030360333,500
dhs_FP_CUSA_W_MOD,marginal,shared,-0.6398,0.3037,3,-1.0136,12,4,0.5223184397666492,-0.4979,NA,0.3331,-0.1371,0.7904191616766467,1,0.8148196438496876,0.9889169030360333,500
dhs_FP_NADA_W_UNT,marginal,shared,0.8878,0.3725,3,0.8645,12,9,0.37464623728547086,0.644,NA,-0.0973,0.0315,0.6467065868263473,1,0.7024712948763667,0.9889169030360333,500
dhs_hh_crowding,marginal,shared,1.0386,0.6,3,1.1429,12,9,0.29896986519402086,0.5362,NA,0.8443,-0.2565,0.5269461077844312,1,0.6316581362369915,0.9889169030360333,500
dhs_hh_electricity,marginal,shared,0.6502,0.4837,3,0.162,12,6,0.5155791414751818,-0.3853,NA,0.553,0.4037,0.5049900199600799,1,0.8139198806434049,0.9889169030360333,500
dhs_hh_fridge,marginal,shared,0.3046,0.3782,3,-0.0495,12,7,0.7606970308064372,-0.3355,NA,0.2312,0.3141,0.7684630738522954,1,0.9542672573955754,0.9889169030360333,500
dhs_hh_handwash_facility,marginal,shared,4.5717,0,3,2.2109,12,10,4.838036512267145e-6,0.1284,NA,0.1216,0.2434,0.001996007984031936,0.720558882235529,2.718976519894136e-4,0.42065868263473055,500
dhs_hh_improved_floor,marginal,shared,-0.2605,0.639,3,-0.3848,12,5,0.7945031616001801,-0.797,NA,0.2375,0.272,0.7445109780439122,1,0.9705204088727146,0.9889169030360333,500
dhs_hh_improved_sanitation,marginal,shared,-0.5767,0.2771,3,-0.6638,12,5,0.5641188375570669,-0.3183,NA,-0.1569,0.1518,0.7065868263473054,1,0.8318330617014479,0.9889169030360333,500
dhs_hh_improved_water,marginal,shared,1.9542,0.1074,3,2.0111,12,8,0.05068163580452302,0.0424,NA,0.1058,0.2685,0.08982035928143713,1,0.19779916195931901,0.9889169030360333,500
dhs_hh_itn_any,marginal,shared,0.7195,0.3059,3,0.9685,12,9,0.47182946833959155,0.516,NA,-0.3212,0.1541,0.20159680638722555,1,0.775129446884939,0.9889169030360333,500
dhs_hh_mean_hhsize,marginal,shared,1.3729,0.5407,3,0.8965,12,8,0.1697944059951126,0.8084,NA,0.5786,-0.0597,0.592814371257485,1,0.4501153592889306,0.9889169030360333,500
dhs_hh_open_defecation,marginal,shared,-0.7276,0.408,3,0.2569,12,7,0.46685986982552174,0.3378,NA,-0.7265,-0.1816,0.720558882235529,1,0.7716919024763036,0.9889169030360333,500
dhs_hh_radio,marginal,shared,1.4775,0.0785,3,0.7885,12,7,0.139541888097787,0.1038,NA,-0.1201,0.1717,0.16966067864271456,1,0.40011500566814434,0.9889169030360333,500
dhs_hh_soap_available,marginal,shared,1.6056,0.2401,3,1.4159,12,7,0.10835819394327435,-0.0663,NA,0.556,0.2855,0.42115768463073855,1,0.3414055212887352,0.9889169030360333,500
dhs_hh_tv,marginal,shared,0.2027,0.5759,3,-0.2375,12,4,0.839335882993319,-0.6393,NA,0.6149,0.2475,0.7684630738522954,1,0.9724168427722957,0.9889169030360333,500
dhs_hh_urban,marginal,shared,-0.0613,0.6042,3,-0.2226,12,5,0.9511186990170107,-0.643,NA,0.1999,0.3788,0.9600798403193613,1,0.9989494079926504,0.998003992015968,500
dhs_hh_water_30min,marginal,shared,-1.0101,0.2238,3,-0.7906,12,5,0.3124522131209297,-0.2857,NA,-0.2721,0.0768,0.8363273453093812,1,0.6503634954591203,0.9889169030360333,500
dhs_hh_water_onpremise,marginal,shared,NA,NA,NA,NA,4,1,NA,-0.1813,NA,NA,NA,NA,NA,NA,NA,500
dhs_hh_wealth_mean,marginal,shared,-0.0959,0.5795,3,-0.2289,12,5,0.923594491808247,-0.6537,NA,0.2367,0.3226,0.8962075848303394,1,0.9891381945454312,0.9889169030360333,500
dhs_hh_wealth_poor,marginal,shared,0.1393,0.469,3,0.4301,12,7,0.8892101580012026,0.5172,NA,-0.1182,-0.2826,0.8962075848303394,1,0.9876207683728773,0.9889169030360333,500
dhs_hh_wealth_poorest,marginal,shared,0.0417,0.5755,3,0.604,12,7,0.9667576278241565,0.7151,NA,-0.5042,-0.1847,0.9500998003992016,1,0.9989494079926504,0.9924834346177532,500
dhs_ML_NETP_H_IT2,marginal,shared,-0.7467,0.1724,3,0.0562,12,7,0.45526926285751484,0.0017,NA,-0.4242,0.0512,0.6586826347305389,1,0.7660518734309082,0.9889169030360333,500
dhs_RH_ANCN_W_N4P,marginal,shared,-1.3978,0.5991,3,-0.6321,12,7,0.16217622370559062,0.0688,NA,-1.4869,-0.0973,0.5548902195608783,1,0.44244193069195115,0.9889169030360333,500
dhs_RH_DELA_C_SKP,marginal,shared,-0.149,0.3952,3,-0.359,12,6,0.8815281938255151,-0.4724,NA,0.1727,0.2004,0.9041916167664671,1,0.9829738986705149,0.9889169030360333,500
dhs_w_anc_visits,marginal,shared,1.4309,0,3,0.8695,12,8,0.15244946998077738,0.1737,NA,0.1072,0.0242,0.17365269461077845,1,0.4241415946989945,0.9889169030360333,500
dhs_w_anc1,marginal,shared,3.2583,0,3,1.7027,12,8,0.0011209202260418106,0.15,NA,0.3238,0.1236,0.013972055888223553,1,0.019686161469859298,0.5608782435129741,500
dhs_w_anc4plus,marginal,shared,0.6142,0.1479,3,0.4622,12,7,0.5390790792206449,0.2388,NA,0.0212,-0.053900000000000003,0.8562874251497006,1,0.8176540114045312,0.9889169030360333,500
dhs_w_any_media,marginal,shared,-0.8832,0.5568,3,-0.8881,12,4,0.37714078734682116,-0.8936,NA,-0.0125,0.0433,0.46706586826347307,1,0.7024712948763667,0.9889169030360333,500
