"country","outcome","approach","n_admin2","mae_pp","rmse_pp","pearson_r","mean_bias_pp","r_max","r_max_hi","r_share","signal","national_design_pp","national_err_pp","pearson_r_raw","r_share_raw"
"Ghana","women_vitA","National mean (null)",75,2.64,4.13,NA,-0.1,0,0.055,NA,FALSE,1.15,NA,NA,NA
"Ghana","women_vitA","Spatial only (no covariates)",75,2.21,4.21,NA,-0.74,0,0.055,NA,FALSE,1.15,NA,0.004,NA
"Ghana","child_iron","Individual SL",75,10.91,14.17,0.648,0.73,0.672,0.79,0.96,TRUE,20.2,3.4,0.648,0.96
"Ghana","child_iron","Area SL (MSE)",75,11.84,15.05,0.59,0.92,0.672,0.79,0.88,TRUE,20.2,2.81,0.59,0.88
"Ghana","child_iron","Area SL (NLL)",75,13.33,16.17,0.624,-6.33,0.672,0.79,0.93,TRUE,20.2,-4.71,0.624,0.93
"Ghana","child_iron","MRP",75,6.84,8.8,0.886,0.93,0.672,0.79,1.32,TRUE,20.2,NA,0.886,1.32
"Ghana","child_iron","Area wSL, precision-weighted (OOF)",75,14.18,17.69,0.375,4.42,0.672,0.79,0.56,TRUE,20.2,NA,0.375,0.56
"Ghana","child_iron","Area wSL, unweighted (OOF)",75,13.98,18.05,0.416,-6.24,0.672,0.79,0.62,TRUE,20.2,NA,0.416,0.62
"Ghana","child_iron","Area wSL, literature covariates (OOF)",75,14.53,17.68,0.415,5.35,0.672,0.79,0.62,TRUE,20.2,NA,0.415,0.62
"Ghana","child_iron","Area wSL, prescreen in-fold (OOF)",75,12.67,16.18,0.535,4.38,0.672,0.79,0.8,TRUE,20.2,NA,0.535,0.8
"Ghana","child_iron","Area wSL, prescreen on ALL data (OPTIMISTIC)",75,12.6,15.72,0.585,4.87,0.672,0.79,0.87,TRUE,20.2,NA,0.585,0.87
"Ghana","child_iron","National mean (null)",75,15.23,18.61,NA,2.56,0.672,0.79,NA,TRUE,20.2,NA,NA,NA
"Ghana","child_iron","Spatial only (no covariates)",75,12.59,15.88,0.558,-1.85,0.672,0.79,0.83,TRUE,20.2,NA,0.558,0.83
"Ghana","women_iron","Individual SL",75,8.49,10.83,0.521,-3.84,0,0.33,NA,TRUE,12.44,-3.24,0.521,NA
"Ghana","women_iron","Area SL (MSE)",75,8.31,10.52,0.452,-0.31,0,0.33,NA,TRUE,12.44,0.49,0.452,NA
"Ghana","women_iron","Area SL (NLL)",75,9.96,13.19,0.319,-6.84,0,0.33,NA,TRUE,12.44,-5.98,0.319,NA
"Ghana","women_iron","MRP",75,7,9.24,0.617,0.07,0,0.33,NA,TRUE,12.44,NA,0.617,NA
"Ghana","women_iron","Area wSL, precision-weighted (OOF)",75,9.3,11.27,0.424,3.72,0,0.33,NA,TRUE,12.44,NA,0.424,NA
"Ghana","women_iron","Area wSL, unweighted (OOF)",75,10.16,13.27,0.213,-6.56,0,0.33,NA,TRUE,12.44,NA,0.213,NA
"Ghana","women_iron","Area wSL, literature covariates (OOF)",75,9.83,12.02,0.344,4.39,0,0.33,NA,TRUE,12.44,NA,0.344,NA
"Ghana","women_iron","Area wSL, prescreen in-fold (OOF)",75,10.07,12.08,0.241,3.18,0,0.33,NA,TRUE,12.44,NA,0.241,NA
"Ghana","women_iron","Area wSL, prescreen on ALL data (OPTIMISTIC)",75,9.55,11.37,0.441,4.23,0,0.33,NA,TRUE,12.44,NA,0.441,NA
"Ghana","women_iron","National mean (null)",75,9.51,11.76,NA,0.56,0,0.33,NA,TRUE,12.44,NA,NA,NA
"Ghana","women_iron","Spatial only (no covariates)",75,8.07,10.6,0.546,-3.74,0,0.33,NA,TRUE,12.44,NA,0.546,NA
"Ghana","women_folate","Individual SL",75,21.05,25.55,0.486,-0.5,0.627,0.755,0.78,TRUE,54.59,-0.04,0.486,0.78
"Ghana","women_folate","Area SL (MSE)",75,21.87,26.29,0.437,-0.12,0.627,0.755,0.7,TRUE,54.59,-0.6,0.437,0.7
"Ghana","women_folate","Area SL (NLL)",75,23.23,30.39,0.377,0.72,0.627,0.755,0.6,TRUE,54.59,0.84,0.377,0.6
"Ghana","women_folate","MRP",75,16.83,21.08,0.696,0.19,0.627,0.755,1.11,TRUE,54.59,NA,0.696,1.11
"Ghana","women_folate","Area wSL, precision-weighted (OOF)",75,24.34,28.92,0.152,1.14,0.627,0.755,0.24,TRUE,54.59,NA,0.152,0.24
"Ghana","women_folate","Area wSL, unweighted (OOF)",75,25.52,31.91,0.223,-1.04,0.627,0.755,0.36,TRUE,54.59,NA,0.223,0.36
"Ghana","women_folate","Area wSL, literature covariates (OOF)",75,26.22,31.12,-0.002,3.05,0.627,0.755,0,TRUE,54.59,NA,-0.002,0
"Ghana","women_folate","Area wSL, prescreen in-fold (OOF)",75,24.69,29.74,0.153,-0.14,0.627,0.755,0.24,TRUE,54.59,NA,0.153,0.24
"Ghana","women_folate","Area wSL, prescreen on ALL data (OPTIMISTIC)",75,24.31,29.4,0.165,0.79,0.627,0.755,0.26,TRUE,54.59,NA,0.165,0.26
"Ghana","women_folate","National mean (null)",75,24.92,29.24,NA,1.02,0.627,0.755,NA,TRUE,54.59,NA,NA,NA
"Ghana","women_folate","Spatial only (no covariates)",75,21.73,27.51,0.482,-0.01,0.627,0.755,0.77,TRUE,54.59,NA,0.482,0.77
"Ghana","women_b12","Individual SL",75,8.7,12.84,0.671,-0.94,0.367,0.787,1.83,TRUE,7.01,1.2,0.671,1.83
"Ghana","women_b12","Area SL (MSE)",75,11,16.06,0.256,-0.06,0.367,0.787,0.7,TRUE,7.01,2.29,0.256,0.7
"Ghana","women_b12","Area SL (NLL)",75,9.74,18.05,0.137,-7.02,0.367,0.787,0.37,TRUE,7.01,-4.12,0.137,0.37
"Ghana","women_b12","MRP",75,7.7,11.41,0.749,-0.86,0.367,0.787,2.04,TRUE,7.01,NA,0.749,2.04
"Ghana","women_b12","Area wSL, precision-weighted (OOF)",75,15.42,18.11,0.216,8.42,0.367,0.787,0.59,TRUE,7.01,NA,0.216,0.59
"Ghana","women_b12","Area wSL, unweighted (OOF)",75,11.29,18.34,-0.101,-5.42,0.367,0.787,-0.27,TRUE,7.01,NA,-0.101,-0.27
"Ghana","women_b12","Area wSL, literature covariates (OOF)",75,16.29,18.99,0.085,9.4,0.367,0.787,0.23,TRUE,7.01,NA,0.085,0.23
"Ghana","women_b12","Area wSL, prescreen in-fold (OOF)",75,16.74,19.94,-0.122,8.75,0.367,0.787,-0.33,TRUE,7.01,NA,-0.122,-0.33
"Ghana","women_b12","Area wSL, prescreen on ALL data (OPTIMISTIC)",75,15.64,18.55,0.27,9.63,0.367,0.787,0.73,TRUE,7.01,NA,0.27,0.73
"Ghana","women_b12","National mean (null)",75,11.63,16.44,NA,-1.03,0.367,0.787,NA,TRUE,7.01,NA,NA,NA
"Ghana","women_b12","Spatial only (no covariates)",75,9.66,16.62,0.393,-6.16,0.367,0.787,1.07,TRUE,7.01,NA,0.393,1.07
"Sierra Leone","child_vitA","Individual SL",14,4.26,5.18,0.606,2.38,0,0.416,NA,TRUE,12.01,1.98,0.606,NA
"Sierra Leone","child_vitA","Area SL (MSE)",14,5.74,6.91,-0.477,-0.02,0,0.416,NA,TRUE,12.01,-0.95,-0.477,NA
"Sierra Leone","child_vitA","Area SL (NLL)",14,5.82,6.87,-0.37,-1.64,0,0.416,NA,TRUE,12.01,-2.49,-0.37,NA
"Sierra Leone","child_vitA","MRP",14,3.76,4.45,0.643,1.09,0,0.416,NA,TRUE,12.01,NA,0.643,NA
"Sierra Leone","child_vitA","Area wSL, precision-weighted (OOF)",14,5.02,6.13,-0.081,2.22,0,0.416,NA,TRUE,12.01,NA,-0.081,NA
"Sierra Leone","child_vitA","Area wSL, unweighted (OOF)",14,4.85,6.16,0.019,-1.51,0,0.416,NA,TRUE,12.01,NA,0.019,NA
"Sierra Leone","child_vitA","Area wSL, literature covariates (OOF)",14,4.89,6.05,-0.093,1.85,0,0.416,NA,TRUE,12.01,NA,-0.093,NA
"Sierra Leone","child_vitA","Area wSL, prescreen in-fold (OOF)",14,8.1,11.03,0.101,5.2,0,0.416,NA,TRUE,12.01,NA,0.101,NA
"Sierra Leone","child_vitA","Area wSL, prescreen on ALL data (OPTIMISTIC)",14,7.39,10.5,0.218,4.96,0,0.416,NA,TRUE,12.01,NA,0.218,NA
"Sierra Leone","child_vitA","National mean (null)",14,4.63,5.71,NA,0.97,0,0.416,NA,TRUE,12.01,NA,NA,NA
"Sierra Leone","women_vitA","Individual SL",14,1.26,1.44,0.633,0.54,0,0.439,NA,TRUE,1.42,0.44,0.633,NA
"Sierra Leone","women_vitA","Area SL (MSE)",14,1.27,1.62,-0.43,0.05,0,0.439,NA,TRUE,1.42,-0.09,-0.43,NA
"Sierra Leone","women_vitA","Area SL (NLL)",14,1.32,1.75,-0.313,-0.65,0,0.439,NA,TRUE,1.42,-0.76,-0.313,NA
"Sierra Leone","women_vitA","MRP",14,0.54,0.67,0.931,0.37,0,0.439,NA,TRUE,1.42,NA,0.931,NA
"Sierra Leone","women_vitA","Area wSL, precision-weighted (OOF)",14,1.58,1.86,-0.259,0.8,0,0.439,NA,TRUE,1.42,NA,-0.259,NA
"Sierra Leone","women_vitA","Area wSL, unweighted (OOF)",14,1.21,1.54,0.032,-0.23,0,0.439,NA,TRUE,1.42,NA,0.032,NA
"Sierra Leone","women_vitA","Area wSL, literature covariates (OOF)",14,1.77,2.07,-0.004,1.07,0,0.439,NA,TRUE,1.42,NA,-0.004,NA
"Sierra Leone","women_vitA","Area wSL, prescreen in-fold (OOF)",14,1.43,1.64,0,0.38,0,0.439,NA,TRUE,1.42,NA,0,NA
"Sierra Leone","women_vitA","Area wSL, prescreen on ALL data (OPTIMISTIC)",14,1.32,1.5,0.509,0.7,0,0.439,NA,TRUE,1.42,NA,0.509,NA
"Sierra Leone","women_vitA","National mean (null)",14,1.26,1.54,NA,0.19,0,0.439,NA,TRUE,1.42,NA,NA,NA
"Sierra Leone","child_iron","Individual SL",14,2.81,3.79,0.648,-0.69,0,0.269,NA,TRUE,5.15,0.12,0.648,NA
"Sierra Leone","child_iron","Area SL (MSE)",14,4.74,5.64,-0.445,0.41,0,0.269,NA,TRUE,5.15,1.38,-0.445,NA
"Sierra Leone","child_iron","Area SL (NLL)",14,4.51,5.86,-0.345,-1.56,0,0.269,NA,TRUE,5.15,-0.59,-0.345,NA
"Sierra Leone","child_iron","MRP",14,2.37,3.08,0.77,-0.14,0,0.269,NA,TRUE,5.15,NA,0.77,NA
"Sierra Leone","child_iron","Area wSL, precision-weighted (OOF)",14,4.58,5.1,0.016,0.26,0,0.269,NA,TRUE,5.15,NA,0.016,NA
"Sierra Leone","child_iron","Area wSL, unweighted (OOF)",14,4.46,5.42,-0.325,-1.38,0,0.269,NA,TRUE,5.15,NA,-0.325,NA
"Sierra Leone","child_iron","Area wSL, literature covariates (OOF)",14,4.2,4.93,0.176,0.64,0,0.269,NA,TRUE,5.15,NA,0.176,NA
"Sierra Leone","child_iron","Area wSL, prescreen in-fold (OOF)",14,5.46,5.94,0.118,1.4,0,0.269,NA,TRUE,5.15,NA,0.118,NA
"Sierra Leone","child_iron","Area wSL, prescreen on ALL data (OPTIMISTIC)",14,3.68,4.16,0.503,0.83,0,0.269,NA,TRUE,5.15,NA,0.503,NA
"Sierra Leone","child_iron","National mean (null)",14,3.8,4.69,NA,-0.69,0,0.269,NA,TRUE,5.15,NA,NA,NA
"Sierra Leone","women_iron","Individual SL",14,8.07,9.61,0.584,-7.96,0.167,0.623,3.5,TRUE,18.02,-8.14,0.584,3.5
"Sierra Leone","women_iron","Area SL (MSE)",14,6.69,8.59,-0.378,-0.43,0.167,0.623,-2.26,TRUE,18.02,-0.87,-0.378,-2.26
"Sierra Leone","women_iron","Area SL (NLL)",14,6.66,8.48,-0.346,-2.04,0.167,0.623,-2.07,TRUE,18.02,-2.38,-0.346,-2.07
"Sierra Leone","women_iron","MRP",14,3.63,4.23,0.773,0.28,0.167,0.623,4.63,TRUE,18.02,NA,0.773,4.63
"Sierra Leone","women_iron","Area wSL, precision-weighted (OOF)",14,5.46,6.87,-0.034,1.09,0.167,0.623,-0.2,TRUE,18.02,NA,-0.034,-0.2
"Sierra Leone","women_iron","Area wSL, unweighted (OOF)",14,5.75,7.09,0.018,-0.57,0.167,0.623,0.11,TRUE,18.02,NA,0.018,0.11
"Sierra Leone","women_iron","Area wSL, literature covariates (OOF)",14,5.7,6.81,0.06,0.52,0.167,0.623,0.36,TRUE,18.02,NA,0.06,0.36
"Sierra Leone","women_iron","Area wSL, prescreen in-fold (OOF)",14,5.52,6.49,0.345,1.79,0.167,0.623,2.06,TRUE,18.02,NA,0.345,2.06
"Sierra Leone","women_iron","Area wSL, prescreen on ALL data (OPTIMISTIC)",14,4.5,5.56,0.646,0.66,0.167,0.623,3.87,TRUE,18.02,NA,0.646,3.87
"Sierra Leone","women_iron","National mean (null)",14,5.08,6.66,NA,0.47,0.167,0.623,NA,TRUE,18.02,NA,NA,NA
"Sierra Leone","women_folate","Individual SL",14,4.35,5.21,0.903,-2.69,0.773,0.859,1.17,TRUE,79.16,-1.28,0.903,1.17
"Sierra Leone","women_folate","Area SL (MSE)",14,9.47,12.86,-0.184,-0.85,0.773,0.859,-0.24,TRUE,79.16,1.84,-0.184,-0.24
"Sierra Leone","women_folate","Area SL (NLL)",14,9.75,12.81,0.153,-0.79,0.773,0.859,0.2,TRUE,79.16,1.86,0.153,0.2
"Sierra Leone","women_folate","MRP",14,2.85,3.76,0.942,-0.62,0.773,0.859,1.22,TRUE,79.16,NA,0.942,1.22
"Sierra Leone","women_folate","Area wSL, precision-weighted (OOF)",14,11.33,13.06,-0.518,-3.09,0.773,0.859,-0.67,TRUE,79.16,NA,-0.518,-0.67
"Sierra Leone","women_folate","Area wSL, unweighted (OOF)",14,13.45,14.72,-0.466,1.82,0.773,0.859,-0.6,TRUE,79.16,NA,-0.466,-0.6
"Sierra Leone","women_folate","Area wSL, literature covariates (OOF)",14,11.55,12.71,-0.393,-3.15,0.773,0.859,-0.51,TRUE,79.16,NA,-0.393,-0.51
"Sierra Leone","women_folate","Area wSL, prescreen in-fold (OOF)",14,12.01,13.53,-0.471,1.19,0.773,0.859,-0.61,TRUE,79.16,NA,-0.471,-0.61
"Sierra Leone","women_folate","Area wSL, prescreen on ALL data (OPTIMISTIC)",14,9.58,12.18,-0.061,-4.25,0.773,0.859,-0.08,TRUE,79.16,NA,-0.061,-0.08
"Sierra Leone","women_folate","National mean (null)",14,8.85,10.33,NA,-1.53,0.773,0.859,NA,TRUE,79.16,NA,NA,NA
"Sierra Leone","women_b12","Individual SL",14,0.67,0.71,NA,0.1,0,0.085,NA,FALSE,0.52,-0.01,-0.29,NA
"Sierra Leone","women_b12","Area SL (MSE)",14,0.74,0.82,NA,0.1,0,0.085,NA,FALSE,0.52,-0.03,-0.496,NA
"Sierra Leone","women_b12","Area SL (NLL)",14,0.54,0.72,NA,-0.16,0,0.085,NA,FALSE,0.52,-0.26,-0.088,NA
"Sierra Leone","women_b12","MRP",14,0.26,0.56,NA,0,0,0.085,NA,FALSE,0.52,NA,0.72,NA
"Sierra Leone","women_b12","Area wSL, precision-weighted (OOF)",14,0.96,1.04,NA,0.73,0,0.085,NA,FALSE,0.52,NA,0.329,NA
"Sierra Leone","women_b12","Area wSL, unweighted (OOF)",14,1.62,3.31,NA,1.33,0,0.085,NA,FALSE,0.52,NA,0.349,NA
"Sierra Leone","women_b12","Area wSL, literature covariates (OOF)",14,3.48,9.91,NA,3.22,0,0.085,NA,FALSE,0.52,NA,0.347,NA
"Sierra Leone","women_b12","Area wSL, prescreen in-fold (OOF)",14,5.83,17.96,NA,5.56,0,0.085,NA,FALSE,0.52,NA,0.345,NA
"Sierra Leone","women_b12","Area wSL, prescreen on ALL data (OPTIMISTIC)",14,1.08,1.68,NA,0.82,0,0.085,NA,FALSE,0.52,NA,0.412,NA
"Sierra Leone","women_b12","National mean (null)",14,0.68,0.71,NA,0.19,0,0.085,NA,FALSE,0.52,NA,NA,NA
"Malawi","child_vitA","Individual SL",87,8,10.88,0.239,0.79,0,0.578,NA,TRUE,10.17,-0.83,0.239,NA
"Malawi","child_vitA","Area SL (MSE)",90,8.92,11.68,-0.043,0.25,0,0.578,NA,TRUE,10.17,-1.56,-0.043,NA
"Malawi","child_vitA","Area SL (NLL)",90,8.44,12.7,0.032,-6.45,0,0.578,NA,TRUE,10.17,-8.05,0.032,NA
"Malawi","child_vitA","Area wSL, precision-weighted (OOF)",90,10.48,12.5,0.049,5.87,0,0.578,NA,TRUE,10.17,NA,0.049,NA
"Malawi","child_vitA","Area wSL, unweighted (OOF)",90,7.97,11.76,0.227,-5.08,0,0.578,NA,TRUE,10.17,NA,0.227,NA
"Malawi","child_vitA","Area wSL, literature covariates (OOF)",90,10.4,12.34,0.139,6,0,0.578,NA,TRUE,10.17,NA,0.139,NA
"Malawi","child_vitA","Area wSL, prescreen in-fold (OOF)",90,9.96,12.27,0.071,4.74,0,0.578,NA,TRUE,10.17,NA,0.071,NA
"Malawi","child_vitA","Area wSL, prescreen on ALL data (OPTIMISTIC)",90,9.47,11.71,0.232,4.83,0,0.578,NA,TRUE,10.17,NA,0.232,NA
"Malawi","child_vitA","National mean (null)",87,8.47,11.01,NA,0.5,0,0.578,NA,TRUE,10.17,NA,NA,NA
"Malawi","child_vitA","Spatial only (no covariates)",90,7.96,11.5,0.13,-3.96,0,0.578,NA,TRUE,10.17,NA,0.13,NA
"Malawi","women_vitA","Individual SL",87,2.7,4.75,NA,-0.05,0,0,NA,FALSE,2.17,-0.61,0.037,NA
"Malawi","women_vitA","Area SL (MSE)",90,2.95,4.85,NA,0.23,0,0,NA,FALSE,2.17,-0.26,-0.041,NA
"Malawi","women_vitA","Area SL (NLL)",90,1.83,4.75,NA,-1.22,0,0,NA,FALSE,2.17,-1.76,-0.059,NA
"Malawi","women_vitA","Area wSL, precision-weighted (OOF)",90,7.88,8.38,NA,6.9,0,0,NA,FALSE,2.17,NA,0.06,NA
